"order_id","ordered_at","customer_id","country","status","amount_cents"
73,2026-01-01 01:57:11.000Z,870267,"UK","paid",4925
74,2026-01-01 01:58:05.000Z,277784,"SE","cancelled",4977
75,2026-01-01 01:59:43.000Z,535665,"UK","cancelled",7747
76,2026-01-01 02:01:49.000Z,136694,"FR","paid",3598
77,2026-01-01 02:03:19.000Z,890647,"FR","paid",4975
78,2026-01-01 02:04:41.000Z,421732,"DE","paid",981
79,2026-01-01 02:06:39.000Z,173773,"PL","paid",4254
80,2026-01-01 02:08:21.000Z,281538,"UK","paid",9480
81,2026-01-01 02:09:39.000Z,112019,"UK","paid",9315
82,2026-01-01 02:11:49.000Z,735152,"US","paid",863
83,2026-01-01 02:13:31.000Z,533257,"PL","paid",1413
84,2026-01-01 02:14:21.000Z,184910,"PL","paid",3546
85,2026-01-01 02:16:11.000Z,652623,"DE","paid",3578
86,2026-01-01 02:17:33.000Z,986268,"FR","paid",7284
87,2026-01-01 02:19:27.000Z,206885,"UK","paid",9976
88,2026-01-01 02:21:29.000Z,726810,"US","paid",1066
89,2026-01-01 02:22:43.000Z,802507,"UK","paid",5845
90,2026-01-01 02:24:33.000Z,327560,"DE","paid",6743
91,2026-01-01 02:26:15.000Z,792385,"UK","paid",5456
92,2026-01-01 02:27:53.000Z,690566,"UK","cancelled",6477
93,2026-01-01 02:29:11.000Z,391687,"DE","paid",4207
94,2026-01-01 02:30:29.000Z,505908,"UK","paid",6140
95,2026-01-01 02:32:47.000Z,252509,"SE","paid",3807
96,2026-01-01 02:33:41.000Z,583186,"SE","cancelled",9994
97,2026-01-01 02:36:07.000Z,700355,"UK","paid",4308
98,2026-01-01 02:37:45.000Z,355776,"UK","paid",6777
99,2026-01-01 02:39:19.000Z,183033,"SE","paid",7930
100,2026-01-01 02:40:09.000Z,686206,"FR","paid",104
101,2026-01-01 02:42:39.000Z,276639,"US","cancelled",6012
102,2026-01-01 02:44:01.000Z,505644,"UK","refunded",7752
103,2026-01-01 02:44:59.000Z,274485,"FR","paid",7636
104,2026-01-01 02:46:57.000Z,390666,"UK","paid",9714
105,2026-01-01 02:48:27.000Z,709499,"FR","paid",1171
106,2026-01-01 02:49:49.000Z,202424,"UK","paid",7557
107,2026-01-01 02:51:27.000Z,787665,"FR","paid",2669
108,2026-01-01 02:53:33.000Z,926774,"US","paid",741
109,2026-01-01 02:54:51.000Z,593335,"US","paid",3880
110,2026-01-01 02:56:17.000Z,787844,"PL","paid",1777
111,2026-01-01 02:57:59.000Z,728749,"UK","paid",3728
112,2026-01-01 03:00:21.000Z,856354,"DE","paid",3798
113,2026-01-01 03:01:35.000Z,731891,"FR","paid",7195
114,2026-01-01 03:02:49.000Z,411408,"SE","paid",9657
115,2026-01-01 03:04:59.000Z,298761,"UK","paid",4602
116,2026-01-01 03:06:17.000Z,316622,"UK","paid",7950
117,2026-01-01 03:08:07.000Z,996015,"PL","paid",3500
118,2026-01-01 03:09:17.000Z,248508,"US","paid",6967
119,2026-01-01 03:11:19.000Z,432133,"DE","paid",4927
120,2026-01-01 03:12:45.000Z,660122,"SE","paid",4030
121,2026-01-01 03:14:59.000Z,537579,"DE","paid",5819
122,2026-01-01 03:16:33.000Z,508296,"PL","paid",5836
123,2026-01-01 03:17:59.000Z,464545,"DE","paid",9025
124,2026-01-01 03:19:41.000Z,139110,"UK","paid",2341
125,2026-01-01 03:20:31.000Z,925063,"PL","paid",8027
126,2026-01-01 03:22:13.000Z,367188,"FR","paid",9682
127,2026-01-01 03:23:43.000Z,766781,"UK","paid",4045
128,2026-01-01 03:26:01.000Z,430162,"UK","paid",1310
129,2026-01-01 03:26:59.000Z,797443,"DE","paid",6872
130,2026-01-01 03:29:25.000Z,227072,"DE","paid",7548
131,2026-01-01 03:30:35.000Z,564665,"UK","paid",5775
132,2026-01-01 03:32:21.000Z,347294,"US","paid",5101
133,2026-01-01 03:33:47.000Z,123903,"SE","paid",6854
134,2026-01-01 03:35:37.000Z,403276,"UK","paid",9924
135,2026-01-01 03:37:15.000Z,796277,"US","paid",9937
136,2026-01-01 03:38:33.000Z,559498,"DE","refunded",2834
137,2026-01-01 03:40:03.000Z,447771,"US","paid",4233
138,2026-01-01 03:42:25.000Z,125016,"FR","paid",2823
139,2026-01-01 03:43:19.000Z,717713,"US","paid",6253
140,2026-01-01 03:45:13.000Z,789910,"SE","paid",3295
141,2026-01-01 03:46:39.000Z,783959,"SE","paid",1975
142,2026-01-01 03:48:09.000Z,415012,"UK","cancelled",6984
143,2026-01-01 03:49:51.000Z,664557,"UK","paid",6070
144,2026-01-01 03:52:01.000Z,879810,"PL","paid",7231
145,2026-01-01 03:53:31.000Z,852083,"US","paid",7371
146,2026-01-01 03:54:29.000Z,538544,"UK","paid",207
147,2026-01-01 03:56:51.000Z,871529,"UK","paid",2851
148,2026-01-01 03:57:45.000Z,380206,"UK","paid",8261
149,2026-01-01 03:59:23.000Z,474287,"UK","paid",3877
150,2026-01-01 04:01:49.000Z,233916,"SE","paid",4732
151,2026-01-01 04:03:03.000Z,824773,"PL","paid",3604
152,2026-01-01 04:04:25.000Z,121498,"UK","refunded",2652
153,2026-01-01 04:06:43.000Z,245739,"PL","paid",5296
154,2026-01-01 04:07:53.000Z,512712,"UK","paid",1185
155,2026-01-01 04:09:39.000Z,856161,"PL","paid",3905
156,2026-01-01 04:10:53.000Z,801958,"DE","paid",7005
157,2026-01-01 04:12:59.000Z,366567,"UK","cancelled",4789
158,2026-01-01 04:14:45.000Z,547476,"US","paid",3146
159,2026-01-01 04:15:59.000Z,467293,"FR","paid",7498
160,2026-01-01 04:17:33.000Z,683890,"FR","paid",8013
161,2026-01-01 04:19:27.000Z,294147,"PL","refunded",4807
162,2026-01-01 04:20:41.000Z,849664,"PL","paid",6271
163,2026-01-01 04:22:07.000Z,934073,"FR","paid",3951
164,2026-01-01 04:23:53.000Z,205502,"SE","paid",893
165,2026-01-01 04:25:39.000Z,959231,"UK","paid",3554
166,2026-01-01 04:27:29.000Z,251724,"DE","paid",2467
167,2026-01-01 04:29:15.000Z,295893,"SE","paid",5758
168,2026-01-01 04:30:05.000Z,758986,"PL","paid",7666
169,2026-01-01 04:31:55.000Z,548219,"SE","paid",4025
170,2026-01-01 04:33:17.000Z,285464,"US","paid",2801
171,2026-01-01 04:35:03.000Z,418673,"SE","paid",2285
172,2026-01-01 04:37:05.000Z,879318,"UK","paid",9956
173,2026-01-01 04:38:59.000Z,266135,"UK","paid",4557
174,2026-01-01 04:39:45.000Z,997604,"UK","paid",610
175,2026-01-01 04:41:35.000Z,882957,"DE","paid",4938
176,2026-01-01 04:42:57.000Z,996162,"UK","paid",1816
177,2026-01-01 04:44:47.000Z,115315,"SE","paid",8061
178,2026-01-01 04:47:01.000Z,285872,"FR","paid",6183
179,2026-01-01 04:47:51.000Z,202665,"DE","paid",1782
180,2026-01-01 04:49:33.000Z,256910,"DE","paid",2367
181,2026-01-01 04:51:55.000Z,769775,"UK","paid",625
182,2026-01-01 04:53:05.000Z,388988,"UK","paid",5257
183,2026-01-01 04:54:27.000Z,642053,"UK","paid",6296
184,2026-01-01 04:56:09.000Z,822298,"FR","paid",7293
185,2026-01-01 04:58:23.000Z,245675,"UK","paid",7604
186,2026-01-01 04:59:13.000Z,166728,"UK","paid",8608
187,2026-01-01 05:01:11.000Z,738369,"UK","paid",6112
188,2026-01-01 05:02:37.000Z,399238,"PL","paid",7336
189,2026-01-01 05:03:59.000Z,588103,"UK","refunded",519
190,2026-01-01 05:06:25.000Z,139892,"SE","paid",1254
191,2026-01-01 05:07:35.000Z,263165,"US","paid",7986
192,2026-01-01 05:09:45.000Z,219218,"US","paid",6191
193,2026-01-01 05:10:35.000Z,614211,"UK","paid",4177
194,2026-01-01 05:12:41.000Z,769760,"UK","paid",6793
195,2026-01-01 05:14:11.000Z,829753,"US","paid",4634
196,2026-01-01 05:15:29.000Z,350814,"UK","paid",7985
197,2026-01-01 05:16:59.000Z,124127,"FR","paid",8638
198,2026-01-01 05:19:13.000Z,370764,"PL","paid",6538
199,2026-01-01 05:20:39.000Z,863413,"UK","paid",9778
200,2026-01-01 05:21:45.000Z,721962,"UK","paid",4901
201,2026-01-01 05:24:11.000Z,368731,"UK","paid",6977
202,2026-01-01 05:25:29.000Z,179352,"SE","paid",6893
203,2026-01-01 05:27:11.000Z,290897,"UK","paid",8076
204,2026-01-01 05:28:33.000Z,232982,"FR","paid",4428
205,2026-01-01 05:30:23.000Z,380055,"FR","paid",8479
206,2026-01-01 05:31:25.000Z,911140,"DE","paid",7875
207,2026-01-01 05:33:15.000Z,751373,"PL","paid",2978
208,2026-01-01 05:35:13.000Z,843554,"UK","paid",8015
209,2026-01-01 05:36:27.000Z,993651,"UK","paid",2550
210,2026-01-01 05:38:37.000Z,360144,"US","paid",1198
211,2026-01-01 05:40:23.000Z,967113,"PL","paid",1361
212,2026-01-01 05:42:05.000Z,978158,"PL","paid",4512
213,2026-01-01 05:43:23.000Z,366799,"DE","paid",2664
214,2026-01-01 05:45:13.000Z,923132,"FR","paid",6989
215,2026-01-01 05:46:35.000Z,641477,"UK","paid",828
216,2026-01-01 05:48:05.000Z,767770,"US","paid",7341
217,2026-01-01 05:50:03.000Z,901771,"UK","paid",1647
218,2026-01-01 05:51:01.000Z,435592,"DE","paid",1194
219,2026-01-01 05:52:51.000Z,424385,"UK","paid",4143
220,2026-01-01 05:54:41.000Z,270438,"UK","paid",3261
221,2026-01-01 05:56:11.000Z,598151,"DE","paid",2696
222,2026-01-01 05:57:17.000Z,235060,"UK","paid",948
223,2026-01-01 05:59:47.000Z,763773,"SE","paid",6665
224,2026-01-01 06:01:09.000Z,253938,"SE","paid",1696
225,2026-01-01 06:02:55.000Z,443427,"UK","paid",6933
226,2026-01-01 06:04:37.000Z,740192,"UK","paid",9006
227,2026-01-01 06:05:51.000Z,997689,"SE","paid",3927
228,2026-01-01 06:07:01.000Z,557982,"FR","paid",2187
229,2026-01-01 06:09:11.000Z,447615,"US","paid",5148
230,2026-01-01 06:11:01.000Z,294028,"UK","cancelled",6127
231,2026-01-01 06:12:15.000Z,605525,"FR","paid",4825
232,2026-01-01 06:14:21.000Z,158794,"UK","paid",3346
233,2026-01-01 06:15:51.000Z,380187,"FR","paid",4267
234,2026-01-01 06:17:09.000Z,608888,"UK","paid",649
235,2026-01-01 06:19:11.000Z,225873,"FR","paid",4753
236,2026-01-01 06:20:25.000Z,440950,"US","paid",4099
237,2026-01-01 06:21:55.000Z,669783,"US","paid",1323
238,2026-01-01 06:23:49.000Z,277700,"PL","cancelled",7759
239,2026-01-01 06:24:55.000Z,970189,"UK","paid",1092
240,2026-01-01 06:26:49.000Z,519426,"DE","paid",7170
241,2026-01-01 06:28:47.000Z,353907,"FR","refunded",634
242,2026-01-01 06:29:49.000Z,242032,"SE","paid",3585
243,2026-01-01 06:32:11.000Z,181897,"UK","paid",3730
244,2026-01-01 06:33:41.000Z,162030,"UK","paid",1575
245,2026-01-01 06:35:23.000Z,704495,"PL","paid",8410
246,2026-01-01 06:36:29.000Z,694204,"US","paid",9164
247,2026-01-01 06:38:15.000Z,946213,"DE","paid",3806
248,2026-01-01 06:39:25.000Z,306106,"SE","paid",2148
249,2026-01-01 06:40:59.000Z,573163,"DE","paid",2741
250,2026-01-01 06:42:41.000Z,807528,"PL","paid",7887
251,2026-01-01 06:44:27.000Z,367617,"DE","paid",1044
252,2026-01-01 06:46:37.000Z,288870,"UK","paid",754
253,2026-01-01 06:48:03.000Z,476359,"PL","paid",8708
254,2026-01-01 06:49:01.000Z,237460,"FR","paid",1610
255,2026-01-01 06:51:27.000Z,960509,"UK","paid",4187
256,2026-01-01 06:52:29.000Z,832434,"UK","paid",9932
257,2026-01-01 06:54:43.000Z,396931,"DE","paid",193
258,2026-01-01 06:55:57.000Z,518528,"DE","paid",1418
259,2026-01-01 06:57:51.000Z,607705,"UK","paid",2176
260,2026-01-01 06:59:29.000Z,286526,"US","paid",3720
261,2026-01-01 07:00:39.000Z,827999,"SE","paid",8110
262,2026-01-01 07:02:41.000Z,569004,"UK","paid",7463
263,2026-01-01 07:04:07.000Z,929173,"US","paid",863
264,2026-01-01 07:05:37.000Z,139146,"DE","paid",2387
265,2026-01-01 07:06:51.000Z,680923,"US","paid",4413
266,2026-01-01 07:08:41.000Z,481016,"FR","refunded",7732
267,2026-01-01 07:10:35.000Z,589873,"US","paid",6150
268,2026-01-01 07:12:29.000Z,894390,"SE","paid",1877
269,2026-01-01 07:14:11.000Z,683255,"SE","paid",1007
270,2026-01-01 07:15:45.000Z,567812,"UK","paid",9731
271,2026-01-01 07:16:47.000Z,956397,"UK","paid",7934
272,2026-01-01 07:18:13.000Z,915106,"PL","paid",9147
273,2026-01-01 07:20:23.000Z,341299,"US","paid",8410
274,2026-01-01 07:21:25.000Z,216944,"UK","paid",490
275,2026-01-01 07:23:31.000Z,404233,"UK","paid",5786
276,2026-01-01 07:25:17.000Z,176782,"UK","paid",6694
277,2026-01-01 07:26:39.000Z,274927,"UK","paid",8247
278,2026-01-01 07:28:21.000Z,222972,"SE","cancelled",4789
279,2026-01-01 07:30:07.000Z,228741,"PL","paid",811
280,2026-01-01 07:31:25.000Z,328442,"UK","paid",1031
281,2026-01-01 07:33:11.000Z,448331,"PL","paid",1466
282,2026-01-01 07:34:53.000Z,675496,"UK","paid",6647
283,2026-01-01 07:36:15.000Z,847201,"PL","cancelled",1632
284,2026-01-01 07:37:37.000Z,347206,"DE","paid",8945
285,2026-01-01 07:39:11.000Z,955303,"UK","paid",7911
286,2026-01-01 07:41:09.000Z,732724,"US","paid",4230
287,2026-01-01 07:42:35.000Z,361373,"FR","paid",8952
288,2026-01-01 07:44:41.000Z,825682,"FR","paid",6355
289,2026-01-01 07:46:11.000Z,717315,"PL","paid",8208
290,2026-01-01 07:47:49.000Z,918016,"PL","cancelled",9417
291,2026-01-01 07:49:23.000Z,455353,"FR","paid",1492
292,2026-01-01 07:51:17.000Z,648030,"SE","paid",7089
293,2026-01-01 07:52:35.000Z,334751,"UK","paid",2655
294,2026-01-01 07:53:45.000Z,140684,"DE","paid",8898
295,2026-01-01 07:55:55.000Z,723317,"SE","paid",7351
296,2026-01-01 07:57:21.000Z,475626,"PL","paid",1471
297,2026-01-01 07:58:43.000Z,514971,"SE","paid",1505
298,2026-01-01 08:00:09.000Z,658360,"US","paid",9485
299,2026-01-01 08:01:51.000Z,340305,"SE","paid",9714
300,2026-01-01 08:03:49.000Z,752886,"UK","paid",4966
301,2026-01-01 08:05:55.000Z,621335,"UK","paid",7513
302,2026-01-01 08:07:05.000Z,331268,"UK","paid",7541
303,2026-01-01 08:08:31.000Z,225357,"DE","paid",2363
304,2026-01-01 08:09:57.000Z,764866,"UK","paid",4080
305,2026-01-01 08:11:35.000Z,530387,"SE","paid",7236
306,2026-01-01 08:14:01.000Z,809616,"FR","paid",5631
307,2026-01-01 08:14:51.000Z,249769,"DE","paid",7018
308,2026-01-01 08:16:21.000Z,626382,"DE","paid",6876
309,2026-01-01 08:18:43.000Z,441327,"UK","paid",2268
310,2026-01-01 08:20:25.000Z,478652,"UK","paid",7462
311,2026-01-01 08:21:51.000Z,294501,"UK","paid",5384
312,2026-01-01 08:23:41.000Z,636154,"FR","paid",2644
313,2026-01-01 08:24:59.000Z,694155,"UK","cancelled",4502
314,2026-01-01 08:26:21.000Z,739080,"UK","paid",1178
315,2026-01-01 08:27:39.000Z,231521,"UK","paid",6711
316,2026-01-01 08:29:37.000Z,671942,"PL","cancelled",3412
317,2026-01-01 08:31:51.000Z,155079,"UK","paid",9681
318,2026-01-01 08:32:33.000Z,453044,"SE","paid",3162
319,2026-01-01 08:34:19.000Z,790973,"US","paid",7408
320,2026-01-01 08:35:53.000Z,631250,"US","paid",5673
321,2026-01-01 08:37:23.000Z,960163,"UK","paid",382
322,2026-01-01 08:39:25.000Z,458528,"UK","paid",4935
323,2026-01-01 08:41:19.000Z,660025,"US","paid",8227
324,2026-01-01 08:42:33.000Z,387902,"UK","paid",2940
325,2026-01-01 08:44:27.000Z,573919,"FR","paid",5070
326,2026-01-01 08:45:37.000Z,935212,"PL","refunded",497
327,2026-01-01 08:47:03.000Z,942581,"UK","paid",3135
328,2026-01-01 08:48:57.000Z,958378,"UK","paid",8362
329,2026-01-01 08:50:35.000Z,972059,"UK","paid",4913
330,2026-01-01 08:52:33.000Z,526520,"SE","paid",3510
331,2026-01-01 08:54:15.000Z,542065,"UK","paid",6820
332,2026-01-01 08:55:37.000Z,660790,"FR","paid",5578
333,2026-01-01 08:56:47.000Z,939703,"FR","paid",422
334,2026-01-01 08:59:05.000Z,533604,"DE","paid",4806
335,2026-01-01 09:00:19.000Z,859981,"PL","paid",9350
336,2026-01-01 09:01:37.000Z,245922,"UK","paid",1963
337,2026-01-01 09:04:03.000Z,374131,"UK","paid",4473
338,2026-01-01 09:05:09.000Z,167760,"US","paid",9378
339,2026-01-01 09:06:27.000Z,441641,"PL","paid",840
340,2026-01-01 09:08:21.000Z,715918,"PL","paid",4249
341,2026-01-01 09:10:07.000Z,436207,"DE","paid",2743
342,2026-01-01 09:11:37.000Z,577020,"FR","paid",4338
343,2026-01-01 09:13:15.000Z,765541,"UK","paid",9111
344,2026-01-01 09:14:53.000Z,673562,"US","paid",5708
345,2026-01-01 09:16:55.000Z,372267,"UK","paid",5341
346,2026-01-01 09:18:05.000Z,702600,"DE","paid",3601
347,2026-01-01 09:19:55.000Z,565633,"UK","paid",7717
348,2026-01-01 09:21:13.000Z,608934,"UK","paid",2490
349,2026-01-01 09:23:35.000Z,532359,"DE","paid",5050
350,2026-01-01 09:25:05.000Z,295412,"UK","paid",3856
351,2026-01-01 09:26:23.000Z,655933,"SE","cancelled",5299
352,2026-01-01 09:28:25.000Z,373298,"SE","paid",2446
353,2026-01-01 09:29:43.000Z,559459,"UK","paid",1818
354,2026-01-01 09:31:21.000Z,348320,"UK","paid",7508
355,2026-01-01 09:33:11.000Z,664953,"SE","paid",3273
356,2026-01-01 09:34:13.000Z,154558,"FR","paid",4470
357,2026-01-01 09:36:15.000Z,455423,"US","cancelled",2577
358,2026-01-01 09:37:09.000Z,408940,"UK","paid",4870
359,2026-01-01 09:39:19.000Z,525493,"FR","paid",3682
360,2026-01-01 09:40:29.000Z,769546,"UK","paid",2423
361,2026-01-01 09:42:55.000Z,320315,"FR","paid",503
362,2026-01-01 09:44:33.000Z,526776,"UK","paid",4486
363,2026-01-01 09:45:59.000Z,851185,"FR","cancelled",2162
364,2026-01-01 09:47:13.000Z,947222,"US","paid",733
365,2026-01-01 09:49:19.000Z,779671,"US","paid",1607
366,2026-01-01 09:50:13.000Z,203268,"PL","paid",8814
367,2026-01-01 09:51:43.000Z,457901,"UK","paid",4689
368,2026-01-01 09:54:09.000Z,245730,"DE","paid",2134
369,2026-01-01 09:55:39.000Z,920243,"FR","paid",4193
370,2026-01-01 09:56:37.000Z,843824,"SE","paid",620
371,2026-01-01 09:58:39.000Z,377769,"UK","paid",3474
372,2026-01-01 10:00:01.000Z,318894,"UK","paid",5337
373,2026-01-01 10:02:03.000Z,479599,"PL","paid",2365
374,2026-01-01 10:03:45.000Z,815004,"US","paid",3985
375,2026-01-01 10:04:51.000Z,629573,"DE","paid",2665
376,2026-01-01 10:07:09.000Z,678874,"SE","paid",7771
377,2026-01-01 10:08:23.000Z,557291,"DE","cancelled",2027
378,2026-01-01 10:10:09.000Z,677000,"PL","paid",2278
379,2026-01-01 10:11:27.000Z,183841,"DE","cancelled",1974
380,2026-01-01 10:13:37.000Z,654214,"UK","paid",1270
381,2026-01-01 10:14:27.000Z,947687,"PL","paid",5481
382,2026-01-01 10:16:13.000Z,370676,"FR","paid",4302
383,2026-01-01 10:17:39.000Z,679485,"UK","paid",6218
384,2026-01-01 10:19:41.000Z,718930,"UK","paid",1198
385,2026-01-01 10:21:47.000Z,543939,"DE","paid",4634
386,2026-01-01 10:23:01.000Z,234976,"DE","paid",3840
387,2026-01-01 10:24:51.000Z,555449,"UK","paid",9302
388,2026-01-01 10:26:05.000Z,113886,"US","paid",808
389,2026-01-01 10:27:23.000Z,609407,"SE","paid",3239
390,2026-01-01 10:29:49.000Z,632076,"UK","paid",7466
391,2026-01-01 10:31:23.000Z,559893,"US","cancelled",3332
392,2026-01-01 10:32:45.000Z,952458,"DE","paid",624
393,2026-01-01 10:34:23.000Z,222619,"US","paid",557
394,2026-01-01 10:35:21.000Z,272440,"FR","refunded",4984
395,2026-01-01 10:37:27.000Z,582129,"US","paid",3023
396,2026-01-01 10:39:29.000Z,977014,"SE","paid",924
397,2026-01-01 10:40:59.000Z,437367,"SE","paid",2634
398,2026-01-01 10:41:49.000Z,449860,"UK","paid",8665
399,2026-01-01 10:43:39.000Z,900653,"UK","paid",794
400,2026-01-01 10:45:33.000Z,394690,"PL","paid",3991
401,2026-01-01 10:47:07.000Z,729427,"US","paid",5121
402,2026-01-01 10:49:09.000Z,313232,"UK","refunded",4302
403,2026-01-01 10:50:35.000Z,663561,"UK","paid",5266
404,2026-01-01 10:52:13.000Z,793582,"UK","paid",1672
405,2026-01-01 10:53:15.000Z,795407,"UK","paid",4358
406,2026-01-01 10:55:29.000Z,870684,"SE","paid",6683
407,2026-01-01 10:56:55.000Z,939973,"PL","paid",5502
408,2026-01-01 10:58:33.000Z,449594,"UK","paid",6858
409,2026-01-01 10:59:51.000Z,234955,"PL","paid",9528
410,2026-01-01 11:01:17.000Z,928904,"UK","paid",2654
411,2026-01-01 11:03:07.000Z,846177,"PL","paid",8375
412,2026-01-01 11:04:49.000Z,506822,"DE","paid",7494
413,2026-01-01 11:07:03.000Z,265479,"UK","paid",3272
414,2026-01-01 11:08:09.000Z,987188,"US","paid",4510
415,2026-01-01 11:09:35.000Z,866877,"FR","paid",3351
416,2026-01-01 11:11:17.000Z,261842,"FR","paid",6105
417,2026-01-01 11:12:47.000Z,188035,"PL","paid",6321
418,2026-01-01 11:14:21.000Z,738112,"PL","paid",8027
419,2026-01-01 11:15:59.000Z,724313,"FR","paid",3314
420,2026-01-01 11:17:57.000Z,932894,"SE","paid",6100
421,2026-01-01 11:19:47.000Z,769887,"UK","paid",5851
422,2026-01-01 11:21:13.000Z,523276,"DE","paid",4422
423,2026-01-01 11:22:23.000Z,431989,"SE","paid",6233
424,2026-01-01 11:24:21.000Z,226090,"PL","paid",1020
425,2026-01-01 11:25:39.000Z,838491,"SE","paid",1693
426,2026-01-01 11:27:49.000Z,432504,"US","paid",4758
427,2026-01-01 11:28:43.000Z,173201,"SE","paid",1126
428,2026-01-01 11:31:09.000Z,532470,"UK","paid",2473
429,2026-01-01 11:32:23.000Z,861847,"UK","paid",6840
430,2026-01-01 11:33:49.000Z,696836,"UK","paid",5795
431,2026-01-01 11:35:55.000Z,819085,"DE","paid",8755
432,2026-01-01 11:37:17.000Z,217090,"UK","paid",5764
433,2026-01-01 11:39:07.000Z,689843,"SE","paid",3515
434,2026-01-01 11:40:17.000Z,790736,"FR","paid",2634
435,2026-01-01 11:42:35.000Z,662857,"DE","paid",9058
436,2026-01-01 11:44:13.000Z,650318,"DE","cancelled",8569
